variable_names,ptotals,psex,psex,page,page,page,page,page,page,page,page,page,page,empl,empl,empl,empl
variable_categories,1,1,2,1,2,3,4,5,6,7,8,9,10,1,2,3,4
geo,,,,,,,,,,,,,,,,,
4013421304,2884,1263,1621,216,184,108,800,737,398,208,105,39,89,1562,88,834,400
4013421400,2368,1198,1170,164,181,114,299,363,306,402,260,123,156,1055,122,846,345
4013421501,3507,1701,1806,360,594,174,181,643,520,437,305,165,128,1492,217,844,954
4013421502,3224,1465,1759,137,727,173,199,380,460,455,390,187,116,1329,188,843,864
4013421601,3894,1851,2043,369,667,358,270,623,453,520,307,143,184,1739,42,1077,1036
4013421602,4712,2659,2053,463,926,238,603,773,724,473,218,131,163,2105,180,1038,1389
4013421701,4926,2363,2563,327,669,375,612,903,569,820,260,231,160,2634,254,1042,996
4013421702,4023,2091,1932,189,568,206,155,392,607,555,626,420,305,1428,227,1611,757
4013421801,2607,1317,1290,184,585,108,123,292,413,328,327,208,39,1144,101,593,769
4013421802,4876,2566,2310,376,1039,243,299,762,920,560,414,155,108,2331,200,930,1415
4013421901,3562,1970,1592,337,521,244,279,790,412,453,291,148,87,1847,111,746,858
4013421902,6540,3420,3120,597,1502,324,568,1147,1000,701,355,229,117,2579,202,1660,2099
4013422001,4664,2191,2473,478,1063,187,516,707,761,520,323,49,60,1894,260,969,1541
4013422002,3929,1921,2008,313,666,255,340,776,385,555,265,251,123,1653,252,1045,979
4013422102,5070,2276,2794,390,771,455,523,730,525,495,546,384,251,2028,342,1539,1161
4013422103,4659,2521,2138,422,478,142,945,1237,657,287,154,118,219,2462,232,1065,900
4013422104,6480,3452,3028,532,1034,613,615,1181,971,587,559,259,129,2883,569,1462,1566
4013422105,3454,1813,1641,349,500,217,430,569,447,332,431,112,67,1672,203,730,849
4013422106,6694,3520,3174,515,1595,248,538,1548,866,542,471,291,80,2933,197,1454,2110
4013422107,4119,1863,2256,293,611,110,743,1077,496,444,185,128,32,2480,159,576,904
4013422203,4973,2305,2668,407,756,244,547,950,693,513,483,264,116,2470,348,992,1163
4013422204,3103,1408,1695,202,374,159,442,480,427,368,294,246,111,1768,132,627,576
4013422205,1401,670,731,60,193,46,48,260,182,226,181,153,52,835,21,292,253
4013422209,7126,3576,3550,442,796,528,758,1480,1131,734,826,240,191,4411,262,1215,1238
4013422210,5437,2973,2464,440,550,278,250,1042,757,886,768,324,142,3127,132,1188,990
4013422211,2419,1126,1293,118,198,78,153,303,288,275,542,281,183,1379,39,685,316
4013422212,4195,1961,2234,178,466,255,170,553,538,589,647,520,279,2323,99,1129,644
4013422213,2732,1416,1316,274,298,152,207,501,306,400,328,192,74,1581,80,499,572
4013422215,2073,1120,953,108,302,140,144,404,316,250,275,99,35,1129,147,387,410
4013422216,5793,2859,2934,422,761,199,400,815,733,869,944,455,195,3106,272,1232,1183
4013422217,3456,1791,1665,252,355,91,242,586,520,515,523,281,91,1978,164,707,607
4013422218,2842,1351,1491,116,619,125,291,466,388,228,253,245,111,1355,108,644,735
4013422219,3196,1499,1697,303,372,191,372,498,500,428,267,173,92,1679,153,689,675
4013422220,1901,920,981,129,195,86,80,232,304,236,342,168,129,966,47,564,324
4013422221,3739,1898,1841,190,433,183,274,773,499,542,398,278,169,2174,119,823,623
4013422222,2227,1139,1088,156,319,112,207,228,353,254,254,246,98,1221,82,449,475
4013422301,6049,3036,3013,335,1259,332,486,1148,780,721,499,233,256,2640,427,1388,1594
4013422302,4741,2508,2233,338,694,296,458,899,441,695,532,304,84,2596,153,960,1032
4013422304,3040,1676,1364,163,496,188,401,559,504,341,155,124,109,1731,80,570,659
4013422305,5555,2511,3044,174,680,379,332,811,638,1183,603,403,352,3011,321,1369,854
4013422307,4620,2394,2226,284,793,374,458,722,603,659,435,229,63,2638,73,832,1077
4013422308,5412,2454,2958,288,902,371,515,803,792,741,562,321,117,3106,206,910,1190
4013422309,5029,2474,2555,334,829,315,228,816,606,907,419,434,141,2713,165,988,1163
4013422401,2994,1316,1678,194,446,211,232,588,463,363,220,140,137,1772,70,512,640
4013422402,5004,2508,2496,433,835,315,393,588,739,615,609,374,103,2285,169,1282,1268
4013422403,4986,2446,2540,260,811,282,223,745,627,789,699,313,237,2643,122,1150,1071
4013422404,4530,2443,2087,333,846,198,260,479,732,673,638,227,144,2385,55,911,1179
4013422501,6040,2992,3048,476,788,487,361,1092,706,754,724,322,330,3127,191,1458,1264
4013422502,6086,3117,2969,431,1104,254,388,909,775,1098,533,396,198,2576,230,1745,1535
4013422503,6420,3192,3228,356,1030,346,536,1661,580,742,644,407,118,3437,284,1313,1386
4013422504,5495,2791,2704,477,876,310,563,876,697,678,553,335,130,2928,167,1047,1353
4013422506,5212,2598,2614,435,678,294,398,924,549,760,707,335,132,2760,126,1213,1113
4013422507,4303,2100,2203,288,720,162,206,532,502,609,628,343,313,2143,77,1075,1008
4013422508,3490,1823,1667,110,574,275,201,386,532,695,382,255,80,1934,96,776,684
4013422509,5277,2578,2699,450,873,279,256,755,697,618,828,258,263,2584,178,1192,1323
4013422510,3292,1625,1667,235,587,298,214,361,379,640,285,179,114,1678,98,694,822
4013422511,3060,1516,1544,150,630,201,145,362,361,525,350,218,118,1500,52,728,780
4013422512,5210,2701,2509,241,1349,209,267,596,931,832,421,249,115,2768,112,740,1590
4013422513,4346,2108,2238,307,668,219,302,543,379,543,536,435,414,1953,88,1330,975
4013422514,4868,2260,2608,324,727,370,523,901,602,571,537,204,109,2636,105,1076,1051
4013422606,10351,4957,5394,800,2536,517,391,1121,1881,1226,875,746,258,4483,189,2343,3336
4013422607,4280,1919,2361,147,158,60,22,325,356,58,505,918,1731,1153,131,2691,305
4013422609,4457,1958,2499,292,404,191,124,627,294,502,699,528,796,1902,134,1725,696
4013422610,2831,1260,1571,21,74,25,0,67,123,189,410,757,1165,538,49,2149,95
4013422615,7674,4023,3651,620,1254,600,546,999,1313,1277,663,315,87,4316,212,1272,1874
4013422616,4888,2553,2335,258,666,181,403,417,636,575,488,481,783,2191,183,1590,924
4013422617,6030,2983,3047,458,1060,398,479,766,845,689,829,268,238,2903,202,1407,1518
4013422618,2813,1213,1600,0,0,0,0,0,4,12,247,864,1686,182,29,2602,0
4013422620,3090,1518,1572,205,638,199,314,353,281,526,339,162,73,1552,39,656,843
4013422621,4728,2058,2670,372,1128,442,188,412,797,628,403,277,81,2080,274,874,1500
4013422622,4577,2362,2215,152,1034,294,299,496,748,723,485,244,102,2250,185,956,1186
4013422623,4664,2296,2368,612,1030,210,169,857,722,519,349,146,50,2015,171,836,1642
4013422624,2764,1228,1536,10,0,0,8,29,31,114,462,967,1143,351,45,2358,10
4013422625,3720,1689,2031,28,297,266,60,242,213,526,513,551,1024,1379,93,1923,325
4013422626,2607,1059,1548,80,123,0,11,83,59,34,279,766,1172,279,22,2103,203
4013422627,4031,2073,1958,162,473,155,127,439,344,639,674,537,481,1613,161,1622,635
4013422628,3808,1903,1905,180,541,169,184,650,443,450,425,426,340,1414,163,1510,721
4013422629,3123,1580,1543,176,372,153,48,226,574,357,484,515,218,1318,18,1239,548
4013422630,4985,2506,2479,145,632,232,339,166,595,657,711,834,674,1646,219,2343,777
4013422631,4839,2194,2645,307,906,86,353,858,571,540,621,335,262,2417,124,1085,1213
4013422632,4011,2188,1823,252,290,190,178,418,403,408,543,720,609,1494,177,1798,542
4013422633,3230,1417,1813,232,479,265,228,730,423,369,169,138,197,1575,43,901,711
4013422634,4574,2218,2356,318,698,158,175,625,205,529,495,703,668,1434,99,2025,1016
4013422635,1945,991,954,63,42,20,18,164,124,23,322,621,548,449,0,1391,105
4013422636,2596,1223,1373,94,359,107,288,662,251,339,266,118,112,1466,80,597,453
4013422637,3704,2116,1588,370,624,233,258,494,446,444,470,179,186,1877,63,770,994
4013422638,4228,2083,2145,495,608,295,492,803,501,495,254,223,62,2010,117,998,1103
4013422639,3658,1738,1920,16,0,37,176,149,33,253,563,846,1585,686,80,2876,16
4013422640,4680,2313,2367,252,628,163,151,523,539,418,488,760,758,1705,138,1957,880
4013422641,6427,3136,3291,366,1223,602,472,959,970,858,555,381,41,3300,83,1455,1589
4013422642,5550,2579,2971,329,969,283,349,583,1064,812,507,480,174,2888,133,1231,1298
4013422643,6181,3155,3026,343,1373,409,319,982,876,855,652,309,63,3124,138,1203,1716
4013422644,8035,3832,4203,606,1140,264,340,697,815,669,954,1272,1278,2615,156,3518,1746
4013422646,11147,5241,5906,976,2697,608,534,1312,1960,1250,1037,488,285,5241,196,2037,3673
4013522800,1251,655,596,182,123,260,258,248,124,31,25,0,0,476,66,404,305
4013522901,4214,1902,2312,354,445,184,334,816,652,564,362,320,183,2368,72,975,799
4013522903,5125,2747,2378,538,929,326,595,806,628,406,531,197,169,2161,261,1236,1467
4013522904,4748,2247,2501,514,916,317,360,1008,392,589,324,230,98,2043,232,1043,1430
4013523002,5726,3377,2349,434,1074,231,454,1132,660,608,562,243,328,2399,133,1686,1508
4013523003,6522,3619,2903,410,830,301,374,1483,814,1173,671,236,230,3400,414,1468,1240
4013523005,4814,2370,2444,223,676,204,409,654,950,661,631,289,117,3017,106,792,899
4013523006,5762,2846,2916,351,1007,233,398,953,808,473,951,365,223,2906,195,1303,1358
4013523102,5518,2536,2982,498,1322,279,404,941,779,526,480,256,33,2389,224,1085,1820
4013523103,5357,2650,2707,360,783,376,407,1045,652,695,482,247,310,3150,124,940,1143
4013523104,5375,2862,2513,367,643,233,524,1100,788,731,542,265,182,3063,166,1136,1010
4013610000,7704,3917,3787,437,928,334,348,1138,1268,1265,989,547,450,2902,297,3140,1365
4013610100,1155,597,558,43,158,80,72,67,93,201,209,178,54,432,48,474,201
4013610200,6923,3459,3464,169,708,321,177,126,921,1021,1176,1852,452,2538,293,3215,877
4013610300,9788,4907,4881,572,2202,1030,329,687,1642,2011,688,384,243,4894,146,1974,2774
4013610400,5860,2763,3097,497,1308,521,230,526,1042,1019,290,256,171,2887,74,1094,1805
4013610500,6508,3272,3236,63,1089,315,332,361,718,1357,1234,647,392,3522,193,1641,1152
4013610600,5963,2707,3256,411,1276,220,177,781,1069,783,512,486,248,2860,122,1294,1687
4013610700,7473,3684,3789,151,1056,452,234,526,801,1538,1334,1062,319,3861,146,2259,1207
4013610800,3935,1918,2017,419,799,177,108,593,757,542,369,117,54,2059,26,632,1218
4013610900,7710,3893,3817,353,1436,363,641,777,993,1429,946,507,265,3884,173,1864,1789
4013611000,2660,1311,1349,155,622,149,133,221,457,423,326,144,30,1326,52,505,777
4013611100,3107,1499,1608,310,779,175,63,331,543,446,313,83,64,1491,37,490,1089
4013611200,5848,2880,2968,389,1089,474,369,571,757,1071,693,327,108,3155,179,1036,1478
4013611300,4665,2325,2340,425,713,115,314,877,850,560,377,283,151,2493,147,887,1138
4013611400,6869,3751,3118,513,1468,325,132,583,1295,1119,826,517,91,3385,36,1467,1981
4013611500,6705,2999,3706,597,1384,275,282,479,1531,1057,659,232,209,3160,112,1452,1981
4013611600,3016,1388,1628,171,622,167,75,158,374,586,449,278,136,1402,84,737,793
4013611700,5984,2904,3080,237,817,450,209,461,791,1185,1036,487,311,2961,78,1891,1054
4013611800,6791,3479,3312,352,1142,616,385,917,781,1123,954,351,170,3861,255,1181,1494
4013611900,2853,1553,1300,138,497,276,183,316,472,529,230,151,61,1304,71,843,635
4013612000,3275,1753,1522,260,561,118,36,346,652,511,435,234,122,1723,29,702,821
4013612200,4669,2430,2239,352,786,128,128,785,968,472,620,291,139,2398,98,1035,1138
4013612300,8437,3912,4525,734,1563,259,393,1920,1597,915,669,297,90,4563,149,1428,2297
4013612400,7673,3720,3953,828,1409,369,193,1328,1190,1160,673,394,129,3877,284,1275,2237
4013612500,4340,2074,2266,236,844,192,182,193,659,847,537,366,284,2185,55,1020,1080
4013612600,2226,1050,1176,159,245,56,58,227,313,418,324,181,245,1098,82,642,404
4013612700,2289,1110,1179,135,308,64,126,124,267,368,428,267,202,965,53,828,443
4013612800,2219,1009,1210,113,373,100,164,108,273,393,327,237,131,1055,77,601,486
4013612900,2460,1201,1259,117,521,136,72,196,365,390,343,212,108,1257,56,509,638
4013613000,4109,1939,2170,202,529,210,124,222,572,734,686,653,177,1861,97,1420,731
4013613100,2652,1315,1337,27,198,21,34,33,178,257,612,750,542,999,39,1389,225
4013613200,4068,2151,1917,121,701,169,229,247,553,695,743,405,205,1948,110,1188,822
4013613300,7864,3696,4168,267,1863,299,256,505,1093,1529,1197,567,288,3551,226,1957,2130
4013613400,3364,1742,1622,242,340,220,252,352,282,603,248,435,390,1531,64,1187,582
4013613500,4320,2180,2140,383,692,193,248,596,554,544,275,347,488,1818,119,1308,1075
4013613600,4324,1995,2329,265,513,350,193,512,603,539,616,325,408,2038,153,1355,778
4013613700,5202,2464,2738,499,893,341,240,647,734,1033,445,222,148,2519,107,1184,1392
4013613800,4055,2069,1986,226,837,123,250,373,654,686,481,249,176,2126,51,815,1063
4013613900,5864,2725,3139,357,1203,420,169,599,1022,860,734,302,198,2904,110,1290,1560
4013614000,4673,2201,2472,167,656,427,317,437,471,1010,782,237,169,2605,80,1165,823
4013614100,6506,3002,3504,241,1316,407,246,704,1215,965,909,292,211,3413,163,1373,1557
4013614200,4684,2060,2624,218,492,327,387,312,531,744,946,326,401,2397,131,1446,710
4013614300,3093,1519,1574,80,352,105,68,367,307,540,611,443,220,1440,74,1147,432
4013614400,3542,1834,1708,163,348,274,279,428,392,776,408,349,125,1867,160,1004,511
4013614500,4291,2272,2019,325,765,179,155,666,699,753,419,251,79,2287,43,871,1090
4013614600,6288,3406,2882,666,785,194,436,1234,810,1120,613,174,256,3148,222,1467,1451
4013614700,2528,1602,926,176,221,40,311,311,537,416,230,204,82,1418,183,530,397
4013614800,3977,1851,2126,329,374,208,291,845,532,470,510,327,91,2186,92,996,703
4013614900,3986,1753,2233,378,412,154,309,909,337,603,448,258,178,2170,86,940,790
4013615000,8654,4180,4474,517,1765,482,262,689,1718,1282,615,341,983,3926,138,2308,2282
4013615100,4009,1959,2050,367,680,233,67,459,604,769,428,273,129,1995,63,904,1047
4013615200,6390,2986,3404,370,429,122,423,1490,836,984,740,609,387,3936,73,1582,799
4013615300,2057,1002,1055,0,62,21,0,20,20,134,468,679,653,496,11,1488,62
4013615400,2808,1268,1540,0,10,0,0,28,24,95,443,1004,1204,414,22,2362,10
4013615500,2445,1036,1409,0,0,10,0,0,29,134,485,825,962,559,38,1848,0
4013615600,3522,1359,2163,39,294,134,2,253,384,190,548,805,873,1268,1,1920,333
4013615700,2724,1399,1325,136,195,85,145,367,273,390,803,204,126,1622,51,720,331
4013615800,5176,2520,2656,244,674,245,204,637,679,880,649,690,274,2543,107,1608,918
4013615900,4189,1981,2208,271,559,210,399,801,466,602,476,255,150,1959,199,1201,830
4013616000,2091,920,1171,133,183,382,231,326,120,309,210,139,58,1036,39,700,316
4013616100,3461,1694,1767,141,518,183,327,584,461,469,486,238,54,1669,173,960,659
4013616200,3410,1605,1805,201,447,144,189,694,371,522,428,311,103,1835,116,811,648
4013616300,2055,1022,1033,88,230,50,78,390,203,314,423,184,95,1068,64,605,318
4013616400,5417,2653,2764,350,431,143,173,1407,535,849,444,451,634,2656,95,1885,781
4013616500,3274,1762,1512,309,360,124,247,860,416,397,257,188,116,1876,124,605,669
4013616600,5365,2587,2778,213,731,278,250,768,1036,587,882,427,193,2785,238,1398,944
4013616700,4874,2454,2420,311,466,165,531,960,503,944,587,303,104,2872,153,1072,777
4013616800,5815,3172,2643,423,701,246,200,1015,676,981,973,545,55,3135,70,1486,1124
4013616900,4363,2205,2158,180,564,178,364,532,711,926,367,338,203,2520,236,863,744
4013617000,6705,3190,3515,343,1012,319,472,750,994,1248,453,584,530,3326,274,1750,1355
4013617100,2299,1100,1199,130,295,63,104,452,286,396,307,161,105,1391,83,400,425
4013617200,2584,1216,1368,141,347,120,54,344,412,394,362,241,169,1451,64,581,488
4013617300,3351,1652,1699,249,473,178,228,591,452,416,391,216,157,1827,124,678,722
4013617400,7150,3093,4057,333,348,87,140,578,474,489,911,1568,2222,2130,167,4172,681
4013617500,3710,1547,2163,89,134,17,20,112,128,242,638,907,1423,870,18,2599,223
4013617600,5860,2843,3017,352,796,229,463,716,778,740,727,278,781,2939,165,1608,1148
4013617700,3818,1706,2112,359,445,149,342,866,488,344,410,220,195,1751,54,1209,804
4013617800,2416,1247,1169,64,265,134,73,182,263,366,468,354,247,1179,88,820,329
4013617900,2782,1195,1587,86,339,218,256,261,329,428,371,292,202,1407,110,840,425
4013618000,4978,2371,2607,269,633,313,339,864,593,615,777,406,169,2581,128,1367,902
4013618100,4583,2288,2295,285,537,195,347,487,565,703,669,523,272,2258,105,1398,822
4013618200,3971,2115,1856,249,424,309,452,718,416,566,468,284,85,2049,217,1032,673
4013618300,3137,1646,1491,180,479,132,156,497,349,297,561,330,156,1588,54,836,659
4013618400,3778,1864,1914,136,663,127,288,621,552,509,555,176,151,1909,158,912,799
4013618500,3842,1943,1899,203,516,298,269,543,611,482,466,288,166,1964,135,1024,719
4013618600,4959,2373,2586,303,736,308,353,893,608,683,628,241,206,2046,325,1549,1039
4013618700,2978,1488,1490,300,420,114,169,586,418,295,402,186,88,1343,77,838,720
4013618800,4941,2526,2415,429,655,81,642,881,756,556,493,320,128,2390,269,1198,1084
4013618900,6944,3391,3553,520,761,128,833,1025,1040,769,934,643,291,3732,284,1647,1281
4013619000,3411,1342,2069,237,387,80,204,385,350,524,609,433,202,1686,154,947,624
4013619100,3294,1628,1666,304,684,122,329,816,277,357,216,181,8,1606,150,550,988
4013619200,5801,2604,3197,409,745,297,1137,990,848,525,342,147,361,2959,186,1502,1154
4013619300,4511,2318,2193,228,498,262,405,692,791,466,567,327,275,2315,245,1225,726
4013619400,5123,2343,2780,434,636,352,595,826,697,883,396,209,95,2881,194,978,1070
4013619500,6158,3283,2875,348,996,260,324,999,999,898,835,305,194,3198,210,1406,1344
4013619600,2039,1005,1034,131,273,89,117,331,330,240,304,151,73,1165,54,416,404
4013619700,3834,2017,1817,144,495,251,199,733,643,559,446,184,180,2099,233,863,639
4013619800,4437,2009,2428,234,609,205,221,969,553,671,589,217,169,2642,78,874,843
4013619900,5775,3128,2647,408,921,189,266,753,825,870,691,504,348,2844,103,1499,1329
4013723303,47,24,23,0,0,0,0,0,0,12,12,23,0,24,0,23,0
4013723304,4417,2268,2149,239,632,286,171,565,370,644,768,499,243,1840,93,1613,871
4013723305,2738,1383,1355,310,482,174,233,336,465,261,237,179,61,1052,88,806,792
4013723306,5670,5604,66,13,34,64,703,1877,1539,974,384,61,21,32,4,5587,47
4013723307,2166,1148,1018,115,386,85,63,137,404,276,390,257,53,1006,55,604,501
4013723308,8057,3901,4156,682,1231,598,243,697,925,1517,1118,735,311,3520,130,2494,1913
4013810000,1980,989,991,149,257,126,93,313,258,387,256,93,48,1121,61,392,406
4013810100,6868,3462,3406,252,1122,462,286,470,867,1160,1168,756,325,3520,139,1835,1374
4013810200,3456,1755,1701,473,467,115,161,706,442,410,450,154,78,1850,101,565,940
4013810300,6133,2873,3260,564,759,280,442,1156,948,684,802,349,149,3134,320,1356,1323
4013810400,4907,2484,2423,510,610,132,461,775,655,674,752,288,50,2801,102,884,1120
4013810500,5045,2253,2792,262,746,290,313,684,662,968,717,246,157,2842,197,998,1008
4013810600,5851,3006,2845,200,876,288,247,991,869,1004,766,416,194,3433,164,1178,1076
4013810700,6682,3251,3431,299,1232,329,453,1465,1004,915,603,284,98,3935,201,1015,1531
4013810800,4417,2278,2139,213,597,278,354,731,549,680,614,227,174,2425,20,1162,810
4013810900,5330,2495,2835,235,710,294,370,786,783,913,671,328,240,2752,143,1490,945
4013811000,2753,1434,1319,144,418,156,117,354,326,459,463,170,146,1507,57,627,562
4013811100,2402,1244,1158,226,261,88,192,514,263,394,294,137,33,1448,109,358,487
4013811200,2943,1495,1448,351,256,87,314,913,410,324,70,121,97,1691,162,483,607
4013811300,2923,1478,1445,214,412,234,133,551,362,471,340,136,70,1666,81,550,626
4013811400,5193,2500,2693,242,898,326,270,413,1021,941,606,335,141,2838,91,1124,1140
4013811500,2511,1171,1340,80,606,85,135,274,408,494,227,134,68,1250,85,490,686
4013811600,4064,2009,2055,297,628,236,120,624,468,753,474,225,239,2058,107,974,925
4013811700,4403,2063,2340,310,623,238,254,619,568,603,509,417,262,2281,119,1070,933
4013811800,2288,1189,1099,90,445,140,163,313,331,372,264,124,46,1277,24,452,535
4013811900,6076,3017,3059,471,810,375,194,741,1050,1022,835,372,206,3536,131,1128,1281
4013812000,4528,2016,2512,598,779,317,218,788,854,466,276,56,176,2274,127,750,1377
4013812100,6215,3337,2878,458,764,309,535,1128,1267,941,452,264,97,3891,146,956,1222
4013812200,7646,4069,3577,510,1503,393,581,1053,1286,1040,692,224,364,4004,159,1470,2013
4013812300,4709,2139,2570,499,1034,176,159,583,828,654,473,211,92,2215,42,919,1533
4013812400,4194,2025,2169,299,1119,134,177,554,779,523,317,247,45,1895,132,749,1418
4013812500,2381,1167,1214,247,528,121,46,458,390,230,214,117,30,1015,102,489,775
4013812600,4408,2019,2389,184,663,257,198,547,641,736,688,390,104,2419,101,1041,847
4013812700,6002,3230,2772,707,919,286,287,721,1266,968,477,213,158,3259,89,1028,1626
4013812800,5030,2612,2418,331,1109,188,257,694,882,650,575,274,70,2691,156,743,1440
4013812900,2601,1379,1222,140,326,135,81,348,448,429,385,232,77,1546,35,554,466
4013813000,4370,2033,2337,199,789,142,60,121,606,620,456,814,563,1620,91,1671,988
4013813100,2651,1221,1430,213,606,200,97,123,605,435,217,107,48,1174,67,591,819
4013813200,3890,1962,1928,250,957,273,121,115,818,692,401,202,61,1748,127,808,1207
4013813300,5557,2716,2841,590,1184,217,240,448,1088,859,561,282,88,2791,72,920,1774
4013813400,3863,1950,1913,244,899,132,107,182,887,708,416,237,51,1958,94,668,1143
4013813500,3074,1620,1454,112,730,254,135,133,486,555,343,182,144,1359,39,834,842
4013813600,3526,1764,1762,284,733,112,118,165,778,604,461,218,53,1697,96,716,1017
4013813700,2546,1196,1350,0,0,9,0,34,32,169,303,1031,968,505,44,1997,0
4013813800,2424,949,1475,0,0,0,0,44,0,46,268,886,1180,242,103,2079,0
4013813900,5513,2467,3046,459,1070,476,114,538,1041,885,503,280,147,2710,125,1149,1529
4013814000,2429,1072,1357,41,106,19,35,95,154,207,440,828,504,758,10,1514,147
4013814100,6035,3250,2785,515,1411,402,269,851,946,754,439,299,149,3043,63,1003,1926
4013814200,2632,1271,1361,166,303,159,182,367,341,331,431,255,97,1450,91,622,469
4013814300,3727,1876,1851,223,626,201,182,471,511,673,488,301,51,1980,63,835,849
4013814400,4970,2379,2591,380,778,248,333,672,774,948,426,269,142,2650,158,1004,1158
4013814500,5447,2683,2764,397,1169,292,284,887,760,858,436,204,160,2782,247,852,1566
4013814600,4566,2408,2158,372,666,357,301,611,991,744,228,173,123,2465,146,917,1038
4013814700,4240,2108,2132,361,792,280,80,478,780,708,402,223,136,2063,137,887,1153
4013814800,7600,3664,3936,1037,1490,268,303,1789,1265,607,534,291,16,3824,123,1126,2527
4013814900,2577,1253,1324,170,454,79,87,225,468,496,299,204,95,1324,34,595,624
4013815000,4100,2128,1972,159,1086,312,116,207,797,837,301,173,112,1976,70,809,1245
4013815100,5195,2693,2502,520,1063,285,278,940,846,634,317,164,148,2749,97,766,1583
4013815200,8198,4010,4188,870,1183,500,555,1951,1381,887,441,348,82,4316,455,1374,2053
4013815300,4222,2179,2043,374,1111,236,121,295,663,777,417,138,90,1639,17,1081,1485
4013815400,7933,3786,4147,917,1872,359,338,1458,1259,714,550,351,115,3429,85,1630,2789
4013815500,6110,2968,3142,547,909,310,396,1053,1086,861,510,285,153,3390,171,1093,1456
4013815600,5762,2806,2956,363,1231,516,122,953,1252,453,577,276,19,2976,94,1098,1594
4013815700,5938,2961,2977,523,1376,479,214,831,1083,872,273,113,174,2932,166,941,1899
4013815800,6049,2750,3299,848,1364,240,231,1152,1112,568,311,155,68,2757,108,972,2212
4013815900,8719,4160,4559,658,2095,539,342,926,1761,1185,682,363,168,4150,253,1563,2753
4013816000,13558,6896,6662,1708,3074,820,561,1295,2273,2038,965,687,137,5339,549,2888,4782
4013816100,7280,3627,3653,675,2174,343,348,775,1352,917,302,307,87,3249,149,1033,2849
4013816200,3722,1709,2013,420,884,266,225,563,535,484,179,126,40,1679,106,633,1304
4013816300,4153,1846,2307,104,278,15,47,188,211,226,648,1774,662,897,127,2747,382
4013816400,7371,3635,3736,662,1661,403,289,798,1457,1063,633,297,108,3265,178,1605,2323
4013816500,4033,2093,1940,204,897,381,182,257,614,597,630,190,81,1743,103,1086,1101
4013816600,5178,2669,2509,632,1528,327,185,381,1113,616,194,163,39,2266,53,699,2160
4013816700,2669,1410,1259,259,684,199,92,139,590,265,260,116,65,961,67,698,943
4013816800,3727,1967,1760,298,881,269,97,470,753,393,316,227,23,1688,67,793,1179
4013816900,5001,2554,2447,338,1506,278,119,423,1117,442,448,239,91,1984,76,1097,1844
4013817000,3512,1709,1803,154,826,253,129,239,536,522,477,335,41,1627,51,854,980
4013817100,8363,4009,4354,1066,1882,266,326,1299,1137,1163,652,348,224,3635,60,1720,2948
4013817200,6958,3482,3476,344,1630,542,297,510,998,1224,864,385,164,3270,157,1557,1974
4013817300,5391,2306,3085,0,0,0,17,36,0,39,989,2150,2160,898,35,4458,0
4013817400,2876,1231,1645,0,0,0,0,17,31,181,673,841,1133,652,52,2172,0
4013817500,2905,1350,1555,0,0,0,23,12,113,96,455,995,1211,573,42,2290,0
4013817600,1517,687,830,92,356,60,82,166,288,230,118,94,31,678,47,344,448
4013940700,143,64,79,5,23,10,13,6,16,36,5,23,6,16,32,67,28
4013941000,4158,1948,2210,495,930,288,478,640,399,459,269,157,43,1144,394,1195,1425
4013941100,47,18,29,6,9,4,7,0,6,0,11,4,0,0,0,32,15
4013941200,1119,547,572,102,246,86,79,158,90,149,120,58,31,286,41,444,348
4013941300,6153,3080,3073,403,939,287,326,952,622,881,709,553,481,1927,366,2518,1342
4013980100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013980400,12,10,2,0,0,3,2,4,0,3,0,0,0,2,5,5,0
4013980500,30,30,0,0,0,0,11,0,19,0,0,0,0,30,0,0,0
4013980600,469,195,274,47,41,0,46,134,26,78,51,46,0,294,0,87,88
4013980700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
