variable_names,hhtotals,hsize,hsize,hsize,hsize,hsize,hsize,hsize,hinc,hinc,hinc,hinc,hinc
variable_categories,1,1,2,3,4,5,6,7,1,2,3,4,5
geo,,,,,,,,,,,,,
4013812000,1481,354,365,286,248,149,28,51,117,259,495,259,351
4013812100,2090,407,756,412,310,75,52,78,28,137,632,560,733
4013812200,2443,436,786,351,481,279,65,45,41,309,484,493,1116
4013812300,1629,428,378,262,379,128,29,25,54,298,438,159,680
4013812400,1262,189,329,148,425,105,47,19,37,111,254,198,662
4013812500,667,85,151,123,179,75,11,43,5,51,147,99,365
4013812600,1799,392,774,282,284,67,0,0,110,229,445,273,742
4013812700,2174,486,573,492,511,61,51,0,104,276,476,166,1152
4013812800,1388,153,306,382,289,148,66,44,57,70,200,183,878
4013812900,1014,232,384,191,127,75,0,5,95,48,221,107,543
4013813000,1600,214,859,135,238,115,7,32,72,162,421,144,801
4013813100,751,72,161,110,239,141,23,5,12,10,101,109,519
4013813200,1110,126,234,214,312,130,77,17,19,32,137,119,803
4013813300,1622,194,397,277,482,146,108,18,73,27,203,203,1116
4013813400,1269,207,368,204,350,106,33,1,86,84,186,143,770
4013813500,886,79,272,100,300,49,52,34,40,80,120,111,535
4013813600,1133,75,487,160,257,106,48,0,40,14,160,139,780
4013813700,1435,432,961,37,5,0,0,0,120,186,635,220,274
4013813800,1597,830,743,24,0,0,0,0,196,566,629,115,91
4013813900,1770,301,507,329,339,208,70,16,87,142,470,263,808
4013814000,1230,391,707,45,33,54,0,0,98,206,532,178,216
4013814100,1687,242,286,357,474,214,60,54,39,78,383,328,859
4013814200,904,142,375,130,172,43,19,23,36,71,154,192,451
4013814300,1297,299,405,239,228,71,33,22,23,124,436,262,452
4013814400,1637,358,477,256,362,99,31,54,67,129,534,323,584
4013814500,1696,200,533,397,362,88,69,47,52,177,605,238,624
4013814600,1522,243,476,290,380,109,24,0,54,188,484,355,441
4013814700,1380,213,435,266,296,138,20,12,62,153,346,202,617
4013814800,2436,536,572,543,409,199,112,65,109,258,829,490,750
4013814900,934,150,393,144,178,59,10,0,12,103,324,146,349
4013815000,1148,52,356,230,281,132,38,59,5,70,99,204,770
4013815100,1545,321,350,170,341,270,66,27,17,110,457,310,651
4013815200,2757,433,935,593,427,279,86,4,162,319,761,533,982
4013815300,1094,45,239,219,281,222,54,34,16,39,137,125,777
4013815400,2513,430,677,504,422,349,119,12,199,217,520,540,1037
4013815500,2196,471,815,400,324,101,41,44,59,259,660,307,911
4013815600,1529,55,456,274,384,233,32,95,15,71,341,330,772
4013815700,1635,123,373,370,452,223,50,44,0,25,499,337,774
4013815800,1876,424,416,346,408,100,109,73,55,223,490,264,844
4013815900,2494,182,681,475,719,266,105,66,61,54,562,352,1465
4013816000,3542,200,795,665,870,618,241,153,126,114,598,456,2248
4013816100,1939,127,432,383,450,384,88,75,57,114,443,384,941
4013816200,1092,92,329,240,242,106,62,21,56,118,346,155,417
4013816300,2042,500,1280,105,120,37,0,0,94,370,784,271,523
4013816400,2240,182,726,401,593,249,53,36,124,117,478,438,1083
4013816500,1164,146,316,142,335,117,101,7,28,133,182,172,649
4013816600,1212,43,215,165,258,318,163,50,28,17,139,272,756
4013816700,715,65,171,107,194,110,34,34,19,36,176,120,364
4013816800,1108,169,285,139,282,152,68,13,59,31,249,152,617
4013816900,1478,259,337,246,334,158,116,28,59,130,474,260,555
4013817000,1068,116,394,142,170,158,77,11,66,79,177,94,652
4013817100,2800,717,673,483,530,144,222,31,269,633,680,376,842
4013817200,2031,282,626,252,480,158,155,78,63,190,569,316,893
4013817300,3092,928,2114,44,6,0,0,0,165,526,1227,449,725
4013817400,1744,716,1011,17,0,0,0,0,152,627,665,160,140
4013817500,1647,558,1027,62,0,0,0,0,154,397,566,288,242
4013817600,441,56,174,66,37,36,32,40,29,26,125,54,207
4013940700,49,32,0,8,0,0,0,9,26,0,19,0,4
4013941000,837,144,108,113,140,110,64,158,201,234,274,50,78
4013941100,15,11,0,0,0,0,0,4,11,0,4,0,0
4013941200,296,51,82,52,43,37,11,20,63,62,121,21,29
4013941300,2295,812,774,245,188,134,71,71,470,774,716,116,219
4013980100,0,0,0,0,0,0,0,0,0,0,0,0,0
4013980400,0,0,0,0,0,0,0,0,0,0,0,0,0
4013980500,11,0,11,0,0,0,0,0,0,0,11,0,0
4013980600,132,13,41,40,11,13,14,0,0,0,11,25,96
4013980700,0,0,0,0,0,0,0,0,0,0,0,0,0
